code,comment
"SET_BIT(huart1.Instance->CR3, USART_CR3_DMAR);",Enable the DMA transfer for the receiver request
"__HAL_UART_ENABLE_IT(&huart1, UART_IT_IDLE);",Enable idle interrupt
__HAL_DMA_DISABLE(&hdma_usart1_rx);,Disable DMA
while(hdma_usart1_rx.Instance->CR & DMA_SxCR_EN) { __HAL_DMA_DISABLE(&hdma_usart1_rx); },Ensure DMA is disabled
hdma_usart1_rx.Instance->PAR = (uint32_t)&(USART1->DR);,Set DMA peripheral address to USART1 data register
hdma_usart1_rx.Instance->M0AR = (uint32_t) dmaRxBuffer[0];,Set DMA memory address for first buffer
hdma_usart1_rx.Instance->M1AR = (uint32_t) dmaRxBuffer[1];,Set DMA memory address for second buffer
hdma_usart1_rx.Instance->NDTR = 36;,Set DMA number of data transfers
"SET_BIT(hdma_usart1_rx.Instance->CR, DMA_SxCR_DBM);",Enable double memory buffer
__HAL_DMA_ENABLE(&hdma_usart1_rx);,Enable DMA
"if (((dmaData[5] >> 6) & mask) == 0x3) { HAL_GPIO_WritePin(LED1_GPIO_Port, LED1_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED2_GPIO_Port, LED2_Pin, GPIO_PIN_RESET); HAL_GPIO_WritePin(LED3_GPIO_Port, LED3_Pin, GPIO_PIN_SET); } else if (((dmaData[5] >> 6) & mask) == 0x2) { HAL_GPIO_WritePin(LED1_GPIO_Port, LED1_Pin, GPIO_PIN_RESET); HAL_GPIO_WritePin(LED2_GPIO_Port, LED2_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED3_GPIO_Port, LED3_Pin, GPIO_PIN_SET); } else { HAL_GPIO_WritePin(LED1_GPIO_Port, LED1_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED2_GPIO_Port, LED2_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED3_GPIO_Port, LED3_Pin, GPIO_PIN_RESET); }",Control LEDs 1-3 based on bits 6-7 of dmaData[5]
"if (((dmaData[5] >> 4) & mask) == 0x3) { HAL_GPIO_WritePin(LED4_GPIO_Port, LED4_Pin, GPIO_PIN_RESET); HAL_GPIO_WritePin(LED5_GPIO_Port, LED5_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED6_GPIO_Port, LED6_Pin, GPIO_PIN_SET); } else if (((dmaData[5] >> 4) & mask) == 0x2) { HAL_GPIO_WritePin(LED4_GPIO_Port, LED4_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED5_GPIO_Port, LED5_Pin, GPIO_PIN_RESET); HAL_GPIO_WritePin(LED6_GPIO_Port, LED6_Pin, GPIO_PIN_SET); } else { HAL_GPIO_WritePin(LED4_GPIO_Port, LED4_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED5_GPIO_Port, LED5_Pin, GPIO_PIN_SET); HAL_GPIO_WritePin(LED6_GPIO_Port, LED6_Pin, GPIO_PIN_RESET); }",Control LEDs 4-6 based on bits 4-5 of dmaData[5]
HAL_Delay(10);,Insert 10ms delay
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; RCC_OscInitStruct.HSEState = RCC_HSE_ON; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSE; RCC_OscInitStruct.PLL.PLLM = 6; RCC_OscInitStruct.PLL.PLLN = 168; RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV2; RCC_OscInitStruct.PLL.PLLQ = 4;,Configure HSE oscillator and PLL
RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV4; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV2;,Configure system clock source and dividers
MX_I2C1_Init();,Initialize I2C1 peripheral
MX_TIM2_Init();,Initialize TIM2 peripheral
SCHEDULER_init(&sys);,Initialize scheduler
"EVENT_init(&sys, &htim2);",Initialize event system with TIM2
"LED_SEQUENCE_init(&sys.led, LED_1_GPIO_Port, LED_1_Pin, SEQUENCE_LED_1, 200, 12, 1);",Initialize LED sequence for LED1
"MPU_init(&sys.sensors.mpu, &hi2c1);",Initialize MPU sensor over I2C1
"GYRO_init(&sys.sensors.gyro, &sys.sensors.mpu);",Initialize gyro sensor
"if(sys.sensors.gyro.state != SENSOR_IDDLE) LED_SEQUENCE_set_sequence(&sys.led, SEQUENCE_LED_2);",Set alternate LED sequence if gyro is not idle
SCHEDULER_run();,Run scheduler
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; RCC_OscInitStruct.HSIState = RCC_HSI_ON; RCC_OscInitStruct.HSICalibrationValue = RCC_HSICALIBRATION_DEFAULT; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSI; RCC_OscInitStruct.PLL.PLLM = 8; RCC_OscInitStruct.PLL.PLLN = 168; RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV2; RCC_OscInitStruct.PLL.PLLQ = 4;,Configure HSI oscillator and PLL
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; RCC_OscInitStruct.HSIState = RCC_HSI_ON; RCC_OscInitStruct.HSICalibrationValue = RCC_HSICALIBRATION_DEFAULT; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSI; RCC_OscInitStruct.PLL.PLLMUL = RCC_PLL_MUL12; RCC_OscInitStruct.PLL.PREDIV = RCC_PREDIV_DIV1; HAL_RCC_OscConfig(&RCC_OscInitStruct),Initializes the RCC Oscillators according to the specified parameters in the RCC_OscInitTypeDef structure.
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1; HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_1)","Initializes the CPU, AHB and APB buses clocks"
"HAL_GPIO_WritePin(GPIOC, LD4_Pin|LD3_Pin, GPIO_PIN_RESET);",Configure GPIO pin Output Level
"GPIO_InitStruct.Pin = LD4_Pin|LD3_Pin; GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP; GPIO_InitStruct.Pull = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW; HAL_GPIO_Init(GPIOC, &GPIO_InitStruct);",Configure GPIO pins : LD4_Pin LD3_Pin
SY_I2CConnTest(10),Check I2C device connection
SY_doDevDriverTasks(),Execute device driver tasks
MW_IWDGClr(),Reset counter of watch dog
SY_clockInit(),Configure the system clock
SY_GPIOInit(),Initialize GPIO
MW_USARTInit(USART2ID),UART initialize
"DD_RCInit((uint8_t*)g_rc_data, 100000)",Initialize RC
MW_SetIWDGPrescaler(IWDG_PRESCALER_16); MW_SetIWDGReload(250); MW_IWDGInit(),Initialize IWDG
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_LSI | RCC_OSCILLATORTYPE_HSE; RCC_OscInitStruct.HSEState = RCC_HSE_ON; RCC_OscInitStruct.HSEPredivValue = RCC_HSE_PREDIV_DIV1; RCC_OscInitStruct.LSIState = RCC_LSI_ON; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSE; RCC_OscInitStruct.PLL.PLLMUL = RCC_PLL_MUL9; HAL_RCC_OscConfig(&RCC_OscInitStruct),Configure RCC oscillators
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV2; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1; HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_2)",Configure system clock
PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_ADC; PeriphClkInit.AdcClockSelection = RCC_ADCPCLK2_DIV6; HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit),Configure ADC peripheral clock
MW_SetGPIOPin(GPIO_PIN_13); MW_SetGPIOMode(GPIO_MODE_INPUT); MW_SetGPIOPull(GPIO_NOPULL); MW_GPIOInit(GPIOCID);,Configure GPIO pin : PC13
MW_SetGPIOPin(GPIO_PIN_5); MW_SetGPIOMode(GPIO_MODE_OUTPUT_PP); MW_SetGPIOSpeed(GPIO_SPEED_FREQ_LOW); MW_GPIOInit(GPIOAID);,Configure GPIO pin : PA5
MW_SetGPIOPin(GPIO_PIN_4); MW_SetGPIOMode(GPIO_MODE_IT_RISING); MW_SetGPIOPull(GPIO_NOPULL); MW_GPIOInit(GPIOCID);,Configure GPIO pin : PC4
"MW_GPIOWrite(GPIOAID, GPIO_PIN_5, 0);",Configure GPIO pin Output Level
"HAL_UART_RxCpltCallback(UART_HandleTypeDef *UartHandle) { if(DD_RCTask(rc_rcv, (uint8_t*)g_rc_data)!=0) message(""err"",""rc err""); count_for_rc = 0; }",Handle UART receive complete callback
HAL_UART_TxCpltCallback(UART_HandleTypeDef *UartHandle) { MW_messageTransitionCompletedCallBack(); },Handle UART transmit complete callback
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_HSI; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1; HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_0)","Initializes the CPU, AHB and APB buses clocks"
PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_I2C1; PeriphClkInit.I2c1ClockSelection = RCC_I2C1CLKSOURCE_HSI; HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit),Configure I2C1 peripheral clock
hi2c1.Instance = I2C1; hi2c1.Init.Timing = 0x2000090E; hi2c1.Init.OwnAddress1 = 0; hi2c1.Init.AddressingMode = I2C_ADDRESSINGMODE_7BIT; hi2c1.Init.DualAddressMode = I2C_DUALADDRESS_DISABLE; hi2c1.Init.OwnAddress2 = 0; hi2c1.Init.OwnAddress2Masks = I2C_OA2_NOMASK; hi2c1.Init.GeneralCallMode = I2C_GENERALCALL_DISABLE; hi2c1.Init.NoStretchMode = I2C_NOSTRETCH_DISABLE; HAL_I2C_Init(&hi2c1),Configure I2C1 peripheral
"HAL_I2CEx_ConfigAnalogFilter(&hi2c1, I2C_ANALOGFILTER_ENABLE)",Configure Analogue filter
hspi1.Instance = SPI1; hspi1.Init.Mode = SPI_MODE_MASTER; hspi1.Init.Direction = SPI_DIRECTION_2LINES; hspi1.Init.DataSize = SPI_DATASIZE_4BIT; hspi1.Init.CLKPolarity = SPI_POLARITY_LOW; hspi1.Init.CLKPhase = SPI_PHASE_1EDGE; hspi1.Init.NSS = SPI_NSS_SOFT; hspi1.Init.BaudRatePrescaler = SPI_BAUDRATEPRESCALER_2; hspi1.Init.FirstBit = SPI_FIRSTBIT_MSB; hspi1.Init.TIMode = SPI_TIMODE_DISABLE; hspi1.Init.CRCCalculation = SPI_CRCCALCULATION_DISABLE; hspi1.Init.CRCPolynomial = 7; hspi1.Init.CRCLength = SPI_CRC_LENGTH_DATASIZE; hspi1.Init.NSSPMode = SPI_NSS_PULSE_ENABLE; HAL_SPI_Init(&hspi1),SPI1 parameter configuration
"GPIO_InitStruct.Pin = REL1_Pin|REL3_Pin|ROT_A_Pin|ROT_B_Pin|ROT_S_Pin|FSELECT_Pin|SDATA_Pin|FSYNC_Pin; GPIO_InitStruct.Mode = GPIO_MODE_IT_RISING; GPIO_InitStruct.Pull = GPIO_NOPULL; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);",Configure GPIO pins : REL1_Pin REL3_Pin ROT_A_Pin ROT_B_Pin ROT_S_Pin FSELECT_Pin SDATA_Pin FSYNC_Pin
"GPIO_InitStruct.Pin = SCLK_Pin|DATAEN_Pin|TXEN_Pin|DIGITAL_OUT_1_Pin|PSEL1_Pin|PSEL0_Pin; GPIO_InitStruct.Mode = GPIO_MODE_IT_RISING; GPIO_InitStruct.Pull = GPIO_NOPULL; HAL_GPIO_Init(GPIOB, &GPIO_InitStruct);",Configure GPIO pins : SCLK_Pin DATAEN_Pin TXEN_Pin DIGITAL_OUT_1_Pin PSEL1_Pin PSEL0_Pin
__HAL_RCC_PWR_CLK_ENABLE(),Enable Power Control clock
__HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE1),The voltage scaling allows optimizing the power consumption when the device is clocked below the maximum system frequency (see datasheet).
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; RCC_OscInitStruct.HSEState = RCC_HSE_ON; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSE; RCC_OscInitStruct.PLL.PLLM = 25; RCC_OscInitStruct.PLL.PLLN = 336; RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV2; RCC_OscInitStruct.PLL.PLLQ = 7; HAL_RCC_OscConfig(&RCC_OscInitStruct),Enable HSE Oscillator and activate PLL with HSE as source
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV4; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV2; HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5)","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
"dhcp_client_notify(uint32_t if_num, dhcpClientOption opt, const uint8_t *val, uint32_t len) { if (opt == dhcpClientIPaddress) { sprintf(lcd_text[0],""IP address:""); sprintf(lcd_text[1],""%s"", ip4_ntoa(val)); LCDupdate = true; } }",IP address change notification
TIM2_IRQHandler() { if((TIM2->SR & TIM_FLAG_UPDATE) != 0 && (TIM2->DIER & TIM_FLAG_UPDATE)!=0) { TIM2->SR &= ~TIM_FLAG_UPDATE; ++sec; } if((TIM2->SR & TIM_FLAG_CC1) != 0 && (TIM2->DIER & TIM_IT_CC1)!=0) { TIM2->SR &= ~TIM_FLAG_CC1; TIM2->CCR1 += HZ_TICK; ++ticks; } },Handle TIM2 interrupt
"CaculatePrescale(uint32_t freq) { RCC_ClkInitTypeDef clkconfig; uint32_t pFLatency; HAL_RCC_GetClockConfig(&clkconfig, &pFLatency); uint32_t uwTimclock = HAL_RCC_GetPCLK1Freq(); if(clkconfig.APB1CLKDivider != RCC_HCLK_DIV1) uwTimclock *= 2; return (uint32_t) ((uwTimclock / freq) - 1U); }",Compute the prescaler value to have TIM2 counter clock equal to 1MHz
"timer_init(int freq) { tim2_prescaler = CaculatePrescale(1000000U); HAL_NVIC_SetPriority(TIM2_IRQn, 0U, 0U); HAL_NVIC_EnableIRQ(TIM2_IRQn); __HAL_RCC_TIM2_CLK_ENABLE(); TIM2->PSC = tim2_prescaler; TIM2->ARR = UINT32_MAX; TIM2->CCR1 = HZ_TICK; TIM2->CCMR1 |= TIM_CCMR1_OC1PE; TIM3->CCER |= TIM_CCER_CC1E; TIM2->DIER |= TIM_IT_UPDATE | TIM_IT_CC1; TIM2->CR1 |= TIM_CR1_CEN; }",Initialize timer (ticker)
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE; RCC_OscInitStruct.HSEState = RCC_HSE_BYPASS; RCC_OscInitStruct.HSEPredivValue = RCC_HSE_PREDIV_DIV1; RCC_OscInitStruct.HSIState = RCC_HSI_ON; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSE; RCC_OscInitStruct.PLL.PLLMUL = RCC_PLL_MUL9; HAL_RCC_OscConfig(&RCC_OscInitStruct),Initializes the RCC Oscillators according to the specified parameters in the RCC_OscInitTypeDef structure.
"RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV2; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1; HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_2)","Initializes the CPU, AHB and APB buses clocks"
PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_TIM1; PeriphClkInit.Tim1ClockSelection = RCC_TIM1CLK_HCLK; HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit),Configure TIM1 peripheral clock
htim1.Instance = TIM1; htim1.Init.Prescaler = 72-1; htim1.Init.CounterMode = TIM_COUNTERMODE_UP; htim1.Init.Period = 1000; htim1.Init.ClockDivision = TIM_CLOCKDIVISION_DIV1; htim1.Init.RepetitionCounter = 0; htim1.Init.AutoReloadPreload = TIM_AUTORELOAD_PRELOAD_DISABLE; HAL_TIM_PWM_Init(&htim1),Configure TIM1 peripheral for PWM
"sConfigOC.OCMode = TIM_OCMODE_PWM1; sConfigOC.Pulse = 0; sConfigOC.OCPolarity = TIM_OCPOLARITY_HIGH; sConfigOC.OCNPolarity = TIM_OCNPOLARITY_HIGH; sConfigOC.OCFastMode = TIM_OCFAST_DISABLE; sConfigOC.OCIdleState = TIM_OCIDLESTATE_RESET; sConfigOC.OCNIdleState = TIM_OCNIDLESTATE_RESET; HAL_TIM_PWM_ConfigChannel(&htim1, &sConfigOC, TIM_CHANNEL_1); HAL_TIM_PWM_ConfigChannel(&htim1, &sConfigOC, TIM_CHANNEL_2); HAL_TIM_PWM_ConfigChannel(&htim1, &sConfigOC, TIM_CHANNEL_3); HAL_TIM_PWM_ConfigChannel(&htim1, &sConfigOC, TIM_CHANNEL_4)",Configure PWM channels for TIM1
huart2.Instance = USART2; huart2.Init.BaudRate = 38400; huart2.Init.WordLength = UART_WORDLENGTH_8B; huart2.Init.StopBits = UART_STOPBITS_1; huart2.Init.Parity = UART_PARITY_NONE; huart2.Init.Mode = UART_MODE_TX_RX; huart2.Init.HwFlowCtl = UART_HWCONTROL_NONE; huart2.Init.OverSampling = UART_OVERSAMPLING_16; huart2.Init.OneBitSampling = UART_ONE_BIT_SAMPLE_DISABLE; huart2.AdvancedInit.AdvFeatureInit = UART_ADVFEATURE_NO_INIT; HAL_UART_Init(&huart2),Configure USART2 peripheral
__HAL_RCC_GPIOA_CLK_ENABLE();,Enable GPIOA Clock (to be able to program the configuration registers)
"GPIO_InitStruct.Pin = GPIO_PIN_5; GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP; GPIO_InitStruct.Pull = GPIO_PULLUP; GPIO_InitStruct.Speed = GPIO_SPEED_FAST; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);",Configure PA05 IO in output push-pull mode to drive external LED
"HAL_GPIO_TogglePin(GPIOA, GPIO_PIN_5);",Toggle PA05 IO
__HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE2);,"The voltage scaling allows optimizing the power consumption when the device is clocked below the maximum system frequency, to update the voltage scaling value regarding system frequency refer to product datasheet."
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; RCC_OscInitStruct.HSIState = RCC_HSI_ON; RCC_OscInitStruct.HSICalibrationValue = 0x10; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSI; RCC_OscInitStruct.PLL.PLLM = 16; RCC_OscInitStruct.PLL.PLLN = 400; RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV4; RCC_OscInitStruct.PLL.PLLQ = 7; HAL_RCC_OscConfig(&RCC_OscInitStruct),Enable HSI Oscillator and activate PLL with HSI as source
"RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV2; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1; HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_3)","Select PLL as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
Luos_Init();,Initialize Luos framework
Led_Init();,Initialize LED
Luos_Loop();,Run Luos framework loop
Led_Loop();,Run LED loop
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; RCC_OscInitStruct.HSIState = RCC_HSI_ON; RCC_OscInitStruct.HSICalibrationValue = RCC_HSICALIBRATION_DEFAULT; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSI; RCC_OscInitStruct.PLL.PLLMUL = RCC_PLL_MUL6; RCC_OscInitStruct.PLL.PREDIV = RCC_PREDIV_DIV1; HAL_RCC_OscConfig(&RCC_OscInitStruct),Initializes the RCC Oscillators according to the specified parameters in the RCC_OscInitTypeDef structure.
PeriphClkInit.PeriphClockSelection = RCC_PERIPHCLK_USART1; PeriphClkInit.Usart1ClockSelection = RCC_USART1CLKSOURCE_PCLK1; HAL_RCCEx_PeriphCLKConfig(&PeriphClkInit),Configure USART1 peripheral clock
dacInit(),Initialize DAC
dacSetup(uint32_t hz),Setup DAC with specified frequency
dacStart(),Start DAC
dacStop(),Stop DAC
dacInitTimer(uint32_t hz),Initialize timer for DAC
dacPutch(uint8_t data),Write 8-bit data to DAC buffer
dacPut16(uint16_t data),Write 16-bit data to DAC buffer
"dacWrite(uint8_t *p_data, uint32_t length)",Write multiple 8-bit data to DAC buffer
"dacWrite16(uint16_t *p_data, uint32_t length)",Write multiple 16-bit data to DAC buffer
HAL_DAC_Init(&DacHandle),Initialize DAC peripheral
"HAL_DAC_ConfigChannel(&DacHandle, &dac_tbl[0].sConfig, dac_tbl[0].channel)",Configure DAC channel
"HAL_DAC_Start_DMA(&DacHandle, dac_tbl[0].channel, (uint32_t *)dac_tbl[0].buffer, DAC_BUFFER_MAX, DAC_ALIGN_12B_R)",Start DAC with DMA
htim.Init.Period = 10-1; htim.Init.Prescaler = (uint32_t)((SystemCoreClock / 2) / (hz*10)) - 1; htim.Init.ClockDivision = 0; htim.Init.CounterMode = TIM_COUNTERMODE_UP; htim.Init.RepetitionCounter = 0; HAL_TIM_Base_Init(&htim),Configure timer for DAC
HAL_DAC_ConvHalfCpltCallbackCh1(DAC_HandleTypeDef* hdac) { dac_isr_count++; },Handle DAC half conversion complete callback
"HAL_DAC_MspInit(DAC_HandleTypeDef *hdac) { GPIO_InitTypeDef GPIO_InitStruct; __HAL_RCC_GPIOA_CLK_ENABLE(); __HAL_RCC_DAC12_CLK_ENABLE(); __HAL_RCC_DMA2_CLK_ENABLE(); GPIO_InitStruct.Pin = GPIO_PIN_4; GPIO_InitStruct.Mode = GPIO_MODE_ANALOG; GPIO_InitStruct.Pull = GPIO_NOPULL; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct); hdma_dac1.Instance = DMA2_Stream6; hdma_dac1.Init.Request = DMA_REQUEST_DAC1; hdma_dac1.Init.Direction = DMA_MEMORY_TO_PERIPH; hdma_dac1.Init.PeriphInc = DMA_PINC_DISABLE; hdma_dac1.Init.MemInc = DMA_MINC_ENABLE; hdma_dac1.Init.PeriphDataAlignment = DMA_PDATAALIGN_HALFWORD; hdma_dac1.Init.MemDataAlignment = DMA_PDATAALIGN_HALFWORD; hdma_dac1.Init.Mode = DMA_CIRCULAR; hdma_dac1.Init.Priority = DMA_PRIORITY_LOW; hdma_dac1.Init.FIFOMode = DMA_FIFOMODE_DISABLE; HAL_DMA_DeInit(&hdma_dac1); HAL_DMA_Init(&hdma_dac1); __HAL_LINKDMA(hdac, DMA_Handle1, hdma_dac1); }","Configure DAC MSP (clocks, GPIO, DMA)"
MX_USART1_UART_Init(),USART1 init function
MX_USART2_UART_Init(),USART2 init function
huart1.Instance = USART1; huart1.Init.BaudRate = 115200; huart1.Init.WordLength = UART_WORDLENGTH_8B; huart1.Init.StopBits = UART_STOPBITS_1; huart1.Init.Parity = UART_PARITY_NONE; huart1.Init.Mode = UART_MODE_TX_RX; huart1.Init.HwFlowCtl = UART_HWCONTROL_NONE; huart1.Init.OverSampling = UART_OVERSAMPLING_16; HAL_UART_Init(&huart1),Configure USART1 peripheral
HAL_UART_MspInit(UART_HandleTypeDef* uartHandle),"Configure UART MSP (clocks, GPIO, interrupts)"
HAL_UART_MspDeInit(UART_HandleTypeDef* uartHandle),Deinitialize UART MSP
"PUTCHAR_PROTOTYPE { HAL_UART_Transmit(&huart2, (uint8_t *)&ch, 1, 0xFFFF); return ch; }",Retargets the C library printf function to the USART.
BSP_LED_Init(LED_RED);,Configure LED_RED
BSP_LED_Toggle(LED_RED);,Toggle LED_RED
BSP_LED_Init(LED_GREEN);,Configure LED_GREEN
BSP_LED_Toggle(LED_GREEN);,Toggle LED_GREEN
HAL_NVIC_SystemReset();,Perform system reboot
static void CPU_CACHE_Enable(void) { SCB_EnableICache(); SCB_EnableDCache(); },CPU L1-Cache enable
BSP_LED_Init(LED5);,Configure LED5
if (HAL_DAC_DeInit(&DacHandle) != HAL_OK) { Error_Handler(); },DeInit the DAC peripheral
if (HAL_DAC_Init(&DacHandle) != HAL_OK) { Error_Handler(); },Configure the DAC peripheral
"if (HAL_DAC_ConfigChannel(&DacHandle, &sConfig, DACx_CHANNEL) != HAL_OK) { Error_Handler(); }",Configure DAC channel1
"if (HAL_DAC_SetValue(&DacHandle, DACx_CHANNEL, DAC_ALIGN_8B_R, 0xFF) != HAL_OK) { Error_Handler(); }",Set DAC Channel1 DHR register
"if (HAL_DAC_Start(&DacHandle, DACx_CHANNEL) != HAL_OK) { Error_Handler(); }",Enable DAC Channel1
static void Error_Handler(void) { BSP_LED_On(LED5); while(1) { } },This function is executed in case of error occurrence
